sku,name,desc,price,promo_price,Category,expression
PAC2106,"Apple iMac 27 ""Core i5 3.5GHz Retina 5K | 16GB | 1TB SSD",IMac desktop computer 27 inch Retina 5K RAM 16GB (4x4GB) 1TB SSD PCle,3379,3101,,
PAC2089,"Apple iMac 27 ""Core i7 42GHz 5K Retina | 32GB | 3TB Fusion",IMac desktop computer 27 inch Retina 5K RAM 32GB (2x16GB) with 3TB Fusion,3685.59,3267,,
APP2223,"Apple iMac 27 ""Core i7 42GHz 5K Retina | 8GB | 256GB SSD",IMac desktop computer 27 inch 5K Retina 8GB RAM 256GB SSD PCle,2725.59,2589,,
PAC2093,"Apple iMac 27 ""Core i7 42GHz 5K Retina | 16GB | 256GB SSD",IMac desktop computer 27 inch Retina 5K RAM 16GB (4x4GB) with 256GB SSD PCle,2965.59,2739,,
PAC2095,"Apple iMac 27 ""Core i7 42GHz 5K Retina | 32GB | 256GB SSD",IMac desktop computer 27 inch Retina 5K RAM 32GB (2x16GB) with 256GB SSD PCle,3445.59,3039,,
APP2225,"Apple iMac 27 ""Core i7 42GHz 5K Retina | 8GB | 512GB SSD",IMac desktop computer 27 inch 5K Retina 8GB RAM 512GB SSD PCle,2965.59,2817,,
PAC2099,"Apple iMac 27 ""Core i7 42GHz 5K Retina | 16GB | 512GB SSD",IMac desktop computer 27 inch Retina 5K RAM 16GB (4x4GB) with 512GB SSD PCle,3205.59,2967,,
PAC2101,"Apple iMac 27 ""Core i7 42GHz 5K Retina | 32GB | 512GB SSD",IMac desktop computer 27 inch Retina 5K RAM 32GB (2x16GB) with 512GB SSD PCle,3685.59,3267,,
PAC2105,"Apple iMac 27 ""Core i7 42GHz 5K Retina | 16GB | 1TB SSD",IMac desktop computer 27 inch Retina 5K RAM 16GB (4x4GB) 1TB SSD PCle,3685.59,3423,,
APP2089,"Apple iMac 27 ""Core i5 3.4Ghz 5K Retina | 8GB RAM | 1TB Fusion",IMac desktop computer 27 inch 5K Retina 8GB RAM 1TB Fusion,2105.59,1979,,
APP2216,"Apple iMac 27 ""Core i5 3.4GHz Retina 5K | 8GB | 256GB SSD",IMac desktop computer 27 inch 5K Retina 8GB RAM 256GB SSD PCle,2219,2108,,
PAC2136,"Apple iMac 27 ""Core i5 Retina 5K 34GHz | 16GB | 1TB Fusion",IMac desktop computer 27 inch 5K Retina 16GB (4x4GB) RAM 1TB Fusion,2339,2129,,
PAC2135,"Apple iMac 27 ""Core i5 Retina 5K 34GHz | 32GB | 1TB Fusion",IMac desktop computer 27 inch Retina 5K RAM 32GB 1TB Fusion,2819,2429,,
PAC2074,"Apple iMac 27 ""Core i5 Retina 5K 34GHz | 16GB | 2TB Fusion",IMac desktop computer 27 inch Retina 5K RAM 16GB 2TB Fusion,2579,2372,,
PAC2076,"Apple iMac 27 ""Core i5 3.4GHz Retina 5K | 16GB | 256GB SSD",IMac desktop computer 27 inch Retina 5K RAM 16GB SSD with 256GB PCle,2459,2258,,
PAC2075,"Apple iMac 27 ""Core i5 3.4GHz Retina 5K | 32GB | 256GB SSD",IMac desktop computer 27 inch Retina 5K RAM 32GB SSD 256GB PCle,2939,2558,,
APP2217,"Apple iMac 27 ""Core i5 Retina 5K 34GHz | 8GB | 512GB SSD",IMac desktop computer 27 inch 5K Retina 8GB RAM 512GB SSD PCle,2459,2336,,
PAC2078,"Apple iMac 27 ""Core i5 3.4GHz Retina 5K | 16GB | 512GB SSD",IMac desktop computer 27 inch Retina 5K RAM 16GB SSD with 512GB PCle,2699,2486,,
PAC2143,"Apple iMac 27 ""Core i5 3.8GHz Retina 5K | 16GB | 2TB Fusion",IMac desktop computer 27 inch Retina 5K RAM 16GB (4x4GB) with 2TB Fusion,2839,2599,,
APP2091,"Apple iMac 27 ""Core i5 Retina 5K 38GHz | 8GB RAM | 2TB Fusion",IMac desktop computer 27 inch 5K Retina 8GB RAM 2TB Fusion,2605.59,2449,,
PAC2145,"Apple iMac 27 ""Core i5 3.8GHz Retina 5K | 32GB | 2TB Fusion",IMac desktop computer 27 inch Retina 5K RAM 32GB (2 x 16GB) with 2TB Fusion,3319,2899,,
PAC2147,"Apple iMac 27 ""Core i5 3.8GHz Retina 5K | 64GB | 2TB Fusion",IMac desktop computer 27 inch Retina 5K RAM 64GB (4x16GB) with 2TB Fusion,4279,3249,,
APP2245,"Apple iMac 27 ""Core i7 Retina 5K 42Ghz | 8GB | 2TB Fusion",IMac desktop computer 27 inch 5K Retina 8GB RAM 2TB Fusion,2839,2697,,
PAC2146,"Apple iMac 27 ""Core i7 Retina 5K 42Ghz | 32GB | 2TB Fusion",IMac desktop computer 27 inch Retina 5K RAM 32GB 2TB Fusion,3559,3147,,
PAC2148,"Apple iMac 27 ""Core i7 Retina 5K 42Ghz | 64GB | 2TB Fusion",IMac desktop computer 27 inch 5K Retina 64GB RAM 2TB Fusion,4519,3497,,
APP2232,"Apple iMac 27 ""Core i5 3.8GHz Retina 5K | 8GB | 512GB SSD",IMac desktop computer 27 inch 5K Retina 8GB RAM 512GB SSD PCle,2839,2669,,
PAC2120,"Apple iMac 27 ""Core i5 3.8GHz Retina 5K | 32GB | 512GB SSD",IMac desktop computer 27 inch Retina 5K RAM 32GB SSD 512GB PCle,3559,3119,,
APP2229,"Apple iMac 27 ""Core i7 Retina 5K 42Ghz | 8GB | 3TB Fusion",IMac desktop computer 27 inch 5K Retina 8GB RAM with 3TB Fusion,2959,2811,,
PAC2111,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 16GB | 3TB Fusion",IMac desktop computer 27 inch Retina 5K RAM 16GB 3TB Fusion,3199,2961,,
PAC2113,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 32GB | 3TB Fusion",IMac desktop computer 27 inch Retina 5K RAM 32GB 3TB Fusion,3679,3261,,
PAC2115,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 64GB | 3TB Fusion",IMac desktop computer 27 inch 5K Retina 64GB RAM with 3TB Fusion,4639,3611,,
APP2231,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 8GB | 512GB SSD",IMac desktop computer 27 inch 5K Retina 8GB RAM 512GB SSD PCle,3079,2925,,
PAC2117,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 16GB | 512GB SSD",IMac desktop computer 27 inch Retina 5K RAM 16GB SSD with 512GB PCle,3319,3075,,
PAC2119,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 32GB | 512GB SSD",IMac desktop computer 27 inch Retina 5K RAM 32GB SSD 512GB PCle,3799,3375,,
PAC2121,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 64GB | 512GB SSD",IMac desktop computer 27 inch 5K Retina 64GB SSD 512GB RAM PCle,4759,3725,,
APP2233,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 8GB | 1TB SSD",IMac desktop computer 27 inch 5K Retina 8GB RAM 1TB SSD PCle,3559,338.1,,
PAC2125,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 32GB | 1TB SSD",IMac desktop computer 27 inch Retina 5K RAM 32GB SSD 1TB PCle,4279,3831,,
PAC2127,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 64GB | 1TB SSD",IMac desktop computer 27 inch Retina 5K RAM 64GB SSD 1TB PCle,5239,4181,,
PAC2133,"Apple iMac 27 ""Core i7 Retina 5K 42GHz | 64GB | 2TB SSD",IMac desktop computer 27 inch 5K Retina 64GB SSD RAM 2TB PCle,6199,5093,,
LAC0233,LaCie Porsche Design Desktop Drive 6TB USB 3.0 External Hard Drive,External Hard Drive 6TB 35-inch USB 3.0 connection for Mac and PC,199.99,157.99,,
APP2082,"Apple MacBook Pro 13 ""Core i5 with Touch Bar 31Ghz | 8GB RAM | 256GB PCIe SSD Gray Space",New MacBook Pro 13 inch Touch Bar 31 GHz Core i5 with 8GB of RAM and 256GB PCIe SSD,2005.59,1885,,
APP2262,"Apple MacBook Pro 13 ""Core i5 Touch Bar 33GHz | 16GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i5 Touch Bar 33 GHz with 16GB of RAM and 512GB of SSD PCIe,2609,2452,,
APP2264,"Apple Macbook Pro 13 ""Core i7 Touch Bar 35GHz | 16GB | 512GB SSD Space Gray",New MacBook Pro 13 inch Touch Bar 35 GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe,2849,2707,,
APP2266,"Apple MacBook Pro 13 ""Core i5 3.1GHz Touch Bar | 16GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i5 Touch Bar 31 GHz with 16GB of RAM and 512GB of SSD PCIe,2489,2365,,
APP2270,"Apple MacBook Pro 13 ""Core i7 Touch Bar 35GHz | 16GB | 1TB SSD Space Gray",New MacBook Pro 13 inch Touch Bar 35 GHz Core i7 with 16GB of RAM and 1TB PCIe SSD,3349,3182,,
APP2272,"Apple Macbook Pro 13 ""Core i5 Touch Bar 31GHz | 16GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i5 Touch Bar 31 GHz with 16GB of RAM and 1TB PCIe SSD,2989,2810,,
APP2274,"Apple Macbook Pro 13 ""Core i5 Touch Bar 33GHz | 16GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i5 Touch Bar 33 GHz with 16GB of RAM and 256GB PCIe SSD,2359,2241,,
APP2276,"Apple MacBook Pro 13 ""Core i7 Touch Bar 35GHz | 16GB | 256GB SSD Space Gray",New MacBook Pro 13 inch Touch Bar 35 GHz Core i7 with 16GB of RAM and 256GB PCIe SSD,2599,246.9,,
APP2278,"Apple MacBook Pro 13 ""Core i5 Touch Bar 31GHz | 16GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i5 Touch Bar 31 GHz with 16GB of RAM and 256GB PCIe SSD,2239,2127,,
APP2281,"Apple MacBook Pro 13 ""Core i7 Touch Bar 35GHz | 16GB | 512GB SSD Silver",New MacBook Pro 13 inch Touch Bar 35 GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe,2849,2707,,
APP2283,"Apple MacBook Pro 13 ""Core i5 Touch Bar 31GHz | 16GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i5 Touch Bar 31 GHz with 16GB of RAM and 512GB of SSD PCIe,2489,2340,,
APP2084,"Apple MacBook Pro 13 ""Core i5 with Touch Bar 31Ghz | 8GB RAM | 256GB PCIe SSD Plata",New MacBook Pro 13 inch Touch Bar 31 GHz Core i5 with 8GB of RAM and 256GB PCIe SSD,2005.59,1885,,
APP2293,"Apple MacBook Pro 13 ""Core i7 Touch Bar 35GHz | 16GB | 256GB SSD Silver",New MacBook Pro 13 inch Touch Bar 35 GHz Core i7 with 16GB of RAM and 256GB PCIe SSD,2599,2443,,
APP2083,"Apple MacBook Pro 13 ""Core i5 with Touch Bar 31Ghz | 8GB RAM | 512GB PCIe SSD Gray Space",New MacBook Pro 13 inch Touch Bar 31 GHz Core i5 with 8GB of RAM and 512GB of SSD PCIe,2255.59,2098,,
APP2085,"Apple MacBook Pro 13 ""Core i5 with Touch Bar 31Ghz | 8GB RAM | 512GB PCIe SSD Plata",New MacBook Pro 13 inch Touch Bar 31 GHz Core i5 with 8GB of RAM and 512GB of SSD PCIe,2255.59,2098,,
APP2086,"Apple iMac 215 ""Core i5 2.3Ghz | 8GB RAM | 1TB HDD","IMac desktop computer 215 inch 8GB RAM 1TB 5,400rpm",1305.59,1228,,
APP2237,"Apple iMac 21.5 ""Core i5 2.3GHz | 16GB | 1TB HDD","PC 215 inch iMac RAM 16GB 1TB 5,400rpm",1539,1447,,
APP2188,"Apple iMac 21.5 ""Core i5 2.3GHz | 8GB | 1TB Fusion","IMac desktop computer 215 inch 8GB RAM 1TB Fusion 5,400rpm",1419,1335.01,,
APP2190,"Apple iMac 21.5 ""Core i5 2.3GHz | 8GB | 256GB SSD PCIe",PC 215 inch iMac with 8GB RAM 256GB SSD PCle,1539,1447,,
APP2074,"Apple MacBook Pro 15 ""Core i7 Touch Bar 28GHz | RAM 16GB | 256GB PCIe SSD | 555 2GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 28GHz Core i7 with 16GB of RAM and 256GB PCIe SSD,2805.59,2549,,
APP2319,"Apple MacBook Pro 15 ""Core i7 Touch Bar 28GHz | 16GB | 512GB SSD | 560 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 28GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe,3159,3001,,
APP2321,"Apple MacBook Pro 15 ""Core i7 Touch Bar 28GHz | 16GB | 1TB SSD | 560 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 28GHz Core i7 with 16GB of RAM and 1TB PCIe SSD,3639,3384,,
APP2325,"Apple MacBook Pro 15 ""i7 2.8GHz Core Touch Bar | 16GB | 256GB SSD | 560 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 28GHz Core i7 with 16GB of RAM and 256GB PCIe SSD,2919,2773,,
APP2327,"Apple MacBook Pro 15 ""i7 2.8GHz Core Touch Bar | 16GB | 512GB SSD Space Gray",New MacBook Pro 15-inch Touch Bar to 28GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe,3039,2887,,
APP2329,"Apple MacBook Pro 15 ""i7 2.8GHz Core Touch Bar | 16GB | 1TB SSD Space Gray",New MacBook Pro 15-inch Touch Bar to 28GHz Core i7 with 16GB of RAM and 1TB PCIe SSD,3519,327.3,,
APP2334,"Apple MacBook Pro 15 ""Core i7 Touch Bar 28GHz | 16GB | 512GB SSD | Radeon Pro 560 4GB Silver",New MacBook Pro 15-inch Touch Bar to 28GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe,3159,2938,,
APP2076,"Apple MacBook Pro 15 ""Core i7 Touch Bar 28GHz | RAM 16GB | 256GB PCIe SSD | Radeon Pro 555 2GB Silver",New MacBook Pro 15-inch Touch Bar to 28GHz Core i7 with 16GB of RAM and 256GB PCIe SSD,2805.59,2539,,
APP2326,"Apple MacBook Pro 15 ""Core i7 Touch Bar 31GHz | 16GB | 512GB SSD Space Gray",New MacBook Pro 15-inch Touch Bar to 31GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe,3399,316.1,,
APP2075,"Apple MacBook Pro 15 ""Core i7 Touch Bar 29Ghz | RAM 16GB | 512GB PCIe SSD | 560 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Core i7 Touch Bar 29Ghz with 16GB of RAM and 512GB of SSD PCIe,3305.59,2999,,
APP2077,"Apple MacBook Pro 15 ""Core i7 Touch Bar 29Ghz | RAM 16GB | 512GB PCIe SSD | Radeon Pro 560 4GB Silver",New MacBook Pro 15-inch Core i7 Touch Bar 29Ghz with 16GB of RAM and 512GB of SSD PCIe,3305.59,307.4,,
APP2349,"Apple Macbook Pro 15 ""i7 2.9GHz Core Touch Bar | 16GB | 1TB SSD | 560 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Core i7 Touch Bar 29Ghz with 16GB of RAM and 1TB PCIe SSD,3779,3514,,
APP2348,"Apple Macbook Pro 15 ""Core i7 Touch Bar 31GHz | 16GB | 1TB SSD | 560 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Core i7 Touch Bar 31Ghz with 16GB of RAM and 1TB PCIe SSD,3999,3799,,
APP2350,"Apple Macbook Pro 15 ""Core i7 Touch Bar 31GHz | 16GB | 2TB SSD | 560 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Core i7 Touch Bar 31Ghz with 16GB of RAM and 2TB PCIe SSD,4959,4612,,
APP2352,"Apple Macbook Pro 15 ""Core i7 Touch Bar 31GHz | 16GB | 512GB SSD | 560 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Core i7 Touch Bar 31Ghz with 16GB of RAM and 512GB of SSD PCIe,3519,3343,,
APP2353,"Apple Macbook Pro 15 ""Core i7 Touch Bar 31GHz | 16GB | 1TB SSD | Radeon Pro 560 4GB Silver",New MacBook Pro 15-inch Core i7 Touch Bar 31Ghz with 16GB of RAM and 1TB PCIe SSD,3999,371.9,,
APP2357,"Apple Macbook Pro 15 ""Core i7 Touch Bar 31GHz | 16GB | 512GB SSD | Radeon Pro 560 4GB Silver",New MacBook Pro 15-inch Core i7 Touch Bar 31Ghz with 16GB of RAM and 512GB of SSD PCIe,3519,327.3,,
APP2117,"Apple iPad Pro 12.9 ""Wi-Fi 256GB Space Gray",New iPad Pro 12.9 inch Wi-Fi 256GB,1069,1037,,
APP2119,"Apple iPad Pro 12.9 ""Wi-Fi 256GB Gold",New iPad Pro 256GB Wi-Fi,1069,1037,,
APP2123,"Apple iPad Pro 10.5 ""Wi-Fi 256GB Space Gray",MPDY2TY / A,899,87.2,,
APP2124,"Apple iPad Pro 10.5 ""WiFi 256GB Silver",New iPad Pro 256GB Wi-Fi,899,87.2,,
APP2120,"Apple iPad Pro 12.9 ""Wi-Fi + Cellular 256GB Space Gray",New iPad Pro 256GB Wi-Fi,1229,1192,,
APP2125,"Apple iPad Pro 10.5 ""Wi-Fi 256GB Gold",New iPad Pro 256GB Wi-Fi,899,87.2,,
APP2131,"Apple iPad Pro 10.5 ""Wi-Fi + Cellular 256GB Space Gray",Pro New iPad Wi-Fi + Cellular 256GB,1059,1026,,
APP2132,"Apple iPad Pro 10.5 ""Wi-Fi + Cellular 256GB Silver",Pro New iPad Wi-Fi + Cellular 256GB,1059,1026,,
APP2135,"Apple iPad Pro 12.9 ""Wi-Fi 512GB Space Gray",New iPad Pro 12.9 inch Wi-Fi 512GB,1289,1252,,
APP2133,"Apple iPad Pro 10.5 ""Wi-Fi + Cellular 256GB Gold",Pro New iPad Wi-Fi + Cellular 256GB,1059,1026,,
APP2136,"Apple iPad Pro 12.9 ""Wi-Fi 512GB Silver",New iPad Pro 12.9 inch Wi-Fi 512GB,1289,1252,,
APP2138,"Apple iPad Pro 12.9 ""Wi-Fi + Cellular 512GB Space Gray",New iPad Pro 512GB Wi-Fi,1449,1407,,
APP2148,"Apple iPad Pro 10.5 ""Wi-Fi 64GB Space Gray",Pro New iPad Wi-Fi 64GB,729,707,,
APP2149,"Apple iPad Pro 10.5 ""Wi-Fi 64GB Silver",Pro New iPad 64GB Wi-Fi,729,707,,
APP2151,"Apple iPad Pro 10.5 ""Wi-Fi 64GB Oro Rosa",Pro New iPad 64GB Wi-Fi,729,707,,
APP2155,"Apple iPad Pro 10.5 ""Wi-Fi + Cellular 64GB Space Gray",Pro New iPad Wi-Fi + Cellular 64GB,889,862,,
APP2156,"Apple iPad Pro 10.5 ""Wi-Fi + Cellular 64GB Silver",Pro New iPad Wi-Fi + Cellular 64GB,889,862,,
APP2064,"Apple MacBook Retina 12 ""Core m3 12GHz | 8GB RAM | 256GB SSD Space Gray",New MacBook Retina Display 12-inch Core m3 SSD 256GB RAM 8GB 12GHz Space Gray,1505.59,1415,,
APP2065,"Apple MacBook Retina 12 ""Core i5 13GHz | 8GB RAM | 512GB SSD Space Gray",New MacBook Retina Display 12-inch Core i5 8GB RAM 512GB SSD 13GHz Space Gray,1805.59,1715,,
APP2066,"Apple MacBook Retina 12 ""Core m3 12GHz | 8GB RAM | 256GB SSD Silver",New MacBook Retina display 12-inch Core m3 12GHz 8GB RAM and 256GB SSD Silver,1505.59,1415,,
APP2068,"Apple MacBook Retina 12 ""Core m3 12GHz | 8GB RAM | 256GB SSD Gold",New MacBook Retina Display 12-inch Core m3 12GHz 8GB RAM and 256GB SSD Gold,1505.59,1415,,
APP2070,"Apple MacBook Retina 12 ""Core m3 12GHz | 8GB RAM | 256GB SSD Rose Gold",New MacBook Retina Display 12-inch Core m3 12GHz 8GB RAM and 256GB SSD Rose Gold,1505.59,1430,,
APP2431,"Apple Macbook 12 ""Core i7 14GHz | 16GB | 512GB SSD Space Gray",New MacBook Retina Display 12-inch Core i7 16GB RAM 512GB SSD 14GHz Space Gray,2219,2086,,
APP2437,"Apple Macbook 12 ""Core i7 14 GHz | 16GB | 512GB SSD Gold",New MacBook Retina Display 12-inch Core i7 14GHz 16GB RAM 512GB SSD and Gold,2219,2086,,
APP2145,"Apple iPad Pro 12.9 ""Wi-Fi 64GB Space Gray",New iPad Pro 12.9 inch Wi-Fi 64GB,899,87.2,,
APP2072,"Apple MacBook Air 13 ""Core i5 18GHz | 8GB RAM | 128GB SSD",laptop MacBook Air 13 inch i5 18GHz 8GB RAM and 128GB SSD,1105.59,969,,
APP2092,Apple Magic Spanish Keyboard Keypad Bluetooth Mac,Apple Keyboard Magic Keyboard with Bluetooth connection and ultrathin design keypad for Mac,149,149,,
GTE0099,G-Technology G-DRIVE HDD 7200rpm 4TB Thunderbolt 3 and USB-C,Hard disk with 2 USB 3 and Thunderbolt connections-C for Mac and PC,423.99,334.99,,
GTE0103,G-Technology G-RAID 8TB RAID Hard Drive USB 3 and Thunderbolt-C,8TB RAID disk with 2 bays and removable disks USB connection Thunderbolt-C 3 and 3.1 for Mac and PC,683.99,559.99,,
GTE0101,G-Technology G-DRIVE HDD 7200rpm 8TB Thunderbolt 3 and USB-C,Hard Disk Thunderbolt 8TB with 2 connections 3 and USB-C for Mac and PC,579.99,390,,
GTE0102,G-Technology G-DRIVE HDD 10TB 7200rpm Thunderbolt 3 and USB-C,10TB Hard disk with 2 USB 3 and Thunderbolt connections-C for Mac and PC,683.99,47.5,,
GTE0104,G-Technology G-RAID Thunderbolt Hard Drive 12TB RAID 3 and USB-C,12TB RAID disk with 2 bays and removable disks USB connection Thunderbolt-C 3 and 3.1 for Mac and PC,839.99,69,,
GTE0106,G-Technology G-RAID Thunderbolt Hard Drive 20TB RAID 3 and USB-C,20TB RAID disk with 2 bays and removable disks USB connection Thunderbolt-C 3 and 3.1 for Mac and PC,1358.99,1109.99,,
APP2205,"Apple iMac 21.5 ""Core i7 4K Retina 36Ghz | 32GB | 512GB SSD",PC 215 inch iMac RAM 32GB SSD with 512GB PCle,3019,2868,,
APP2203,"Apple iMac 21.5 ""Core i7 4K Retina 36Ghz | 16GB | 512GB SSD",IMac desktop computer 215 with 512GB RAM 16GB inch Fusion PCle,2539,2412,,
APP2088,"Apple iMac 215 ""Core i5 3.4Ghz 4K Retina | 8GB RAM | 1TB Fusion",IMac desktop computer 215 inch 8GB RAM 1TB Fusion,1705.59,1599,,
APP2239,"Apple iMac 21.5 ""Core i5 3.4GHz 4K Retina | 16GB | 1TB Fusion",PC 215 inch iMac RAM 16GB 1TB Fusion,1939,1823,,
APP2242,"Apple iMac 21.5 ""Core i7 4K Retina 36Ghz | 8GB | 1TB Fusion",IMac desktop computer 215 inch 8GB RAM 1TB Fusion,1939,1823,,
APP2208,"Apple iMac 21.5 ""Core i5 3.4GHz 4K Retina | 8GB | 512GB SSD",PC 215 inch iMac with 8GB RAM 512GB SSD PCle,2059,1919,,
APP2240,"Apple iMac 21.5 ""Core i7 4K Retina 36GHz | 16GB | 1TB Fusion",PC 215 inch iMac RAM 16GB 1TB Fusion,2179,2048,,
APP2204,"Apple iMac 21.5 ""Core i5 34GHz 4K Retina | 16GB | 512GB SSD",PC 215 inch iMac RAM 16GB SSD with 512GB PCle,2299,2161,,
APP2211,"Apple iMac 21.5 ""Core i7 4K Retina 36Ghz | 32GB | 1TB SSD",PC 215 inch iMac RAM 32GB SSD 1TB PCle,3499,3289.01,,
APP2087,"Apple iMac 215 ""Core i5 30GHz 4K Retina | 8GB RAM | 1TB","IMac desktop computer 215 inch 8GB RAM 1TB 5,400rpm",1505.59,1430,,
APP2238,"Apple iMac 21.5 ""Core i5 30GHz 4K Retina | 16GB | 1TB HDD","IMac desktop computer 215 inch 8GB RAM 1TB 5,400rpm",1739,1652,,
APP2192,"Apple iMac 21.5 ""Core i5 30GHz 4K Retina | 8GB | 1TB Fusion",IMac desktop computer 215 inch 8GB RAM 1TB Fusion,1619,1522,,
APP2191,"Apple iMac 21.5 ""Core i5 30GHz 4K Retina | 16GB | 1TB Fusion",PC 215 inch iMac RAM 16GB 1TB Fusion,1859,1747,,
APP2193,"Apple iMac 21.5 ""Core i5 30GHz 4K Retina | 16GB | 256GB SSD",PC 215 inch iMac RAM 16GB SSD with 256GB PCle,1979,1880,,
APP2252,"Apple MacBook Air 13 ""Core i7 22GHz | 8GB RAM | 256GB SSD",laptop MacBook Air 13 inch i7 22GHz 8GB RAM and 256GB SSD,1529,1453,,
APP2254,"Apple MacBook Air 13 ""Core i7 22GHz | 8GB RAM | 512GB SSD",laptop MacBook Air 13 inch i7 22GHz 8GB RAM and 512GB SSD,1779,1690,,
APP2255,"Apple MacBook Air 13 ""Core i5 18GHz | 8GB RAM | 512GB SSD",laptop MacBook Air 13 inch i5 18GHz 8GB RAM and 512GB SSD,1599,1503,,
APP2256,"Apple MacBook Air 13 ""Core i7 22GHz | 8GB RAM | 128GB SSD",laptop MacBook Air 13 inch i7 22GHz 8GB RAM and 128GB SSD,1279,1215,,
APP2073,"Apple MacBook Air 13 ""Core i5 18GHz | 8GB RAM | 256GB SSD",laptop MacBook Air 13 inch i5 18GHz 8GB RAM and 256GB SSD,1355.59,1199,,
OWC0226,Mac OWC memory RAM 16GB DDR4 2400MHz SO-DIMM,RAM 16GB memory 27 inch iMac 5K Retina Mid 2017.,219.99,219.99,,
OWC0220-2,Mac OWC memory RAM 32GB (2x16GB) SO-DIMM DDR4 2400MHz,RAM 32GB (2x16GB) for 27-inch iMac 5K Retina Mid 2017.,439.98,438.99,,
OWC0220-4,Mac memory OWC RAM 64GB (4x16GB) SO-DIMM DDR4 2400MHz,RAM 64GB (4x16GB) for 27-inch iMac 5K Retina Mid 2017,879.96,878.99,,
OWC0219-2,Mac OWC memory RAM 16GB (2x8GB) SO-DIMM DDR4 2400MHz,RAM 16GB (2x8GB) for 27-inch iMac 5K Retina Mid 2017.,239.98,238.99,,
OWC0218-2,Mac memory OWC 8GB RAM (2x4GB) SO-DIMM DDR4 2400MHz,8GB RAM (2x4GB) for 27-inch iMac 5K Retina Mid 2017.,121.98,98.99,,
APP2386,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 128GB SSD Silver",New MacBook Pro 13-inch Core i7 23GHz with 16GB of RAM and 128GB PCIe SSD,1739,163.5,,
SAT0056,Satechi USB Hub Adapter Pro-C PD Plata,Hub aluminum USB port PD-C-C HDMI 4K USB SD MicroSD and two USB 3.0 ports for Macbooks 13 and 15 inches (2016),99.99,72.99,,
SAT0057,Satechi USB Hub Adapter Pro-C PD Space Gray,Hub with USB port PD-C-C USB HDMI 4K SD MicroSD and two USB 3.0 ports for Macbook Pro 13 and 15 inches (2016),99.99,86.99,,
PAC2149,Apple Mac Pro 8-core 3GHz | 64GB RAM | 256GB PCIe SSD,Apple Mac Pro 3GHz 8-core 64GB RAM 256GB Flash PCIe,6089,5230,,
PAC2154,Apple Mac Pro 8-core 3GHz | 32GB RAM | 1TB PCIe SSD,Apple Mac Pro 8-core 3GHz 32GB RAM 1TB PCIe Flash,5849,5393,,
PAC2159,Apple Mac Pro 12-core 27GHz | 64GB RAM | 1TB PCIe SSD,Apple Mac Pro 12-Core 27GHz 64GB RAM 1TB PCIe SSD,8249,7232,,
APP2018,Apple Mac Pro 35GHz 6 cores | 16GB RAM | 256GB PCIe SSD,New Mac Pro with 16GB of RAM and two 6-core GPU 35GHz AMD FirePro D500 (MD878Y / A),3455.59,3199,,
PAC1945,Apple Mac Pro 35GHz 6 cores | 32GB RAM | 512GB PCIe SSD,New Mac Pro with 32GB RAM and two 6-core GPU 35GHz AMD FirePro D500 (MD878Y / A),4169,3831,,
PAC1946,Apple Mac Pro 35GHz 6 cores | 64GB RAM | 512GB PCIe SSD,New Mac Pro with 64GB of RAM and two 6-core GPU 35GHz AMD FirePro D500 (MD878Y / A),5129,4331,,
